公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1437,勤益,151987,158241,144086,-3.95,5.48,879967,655451,34.25
2302,麗正,33421,31935,28550,4.65,17.06,171871,128419,33.83
2303,聯電,10335635,10090157,8235925,2.43,25.49,56460309,33465873,68.71
2311,日月光,6037532,5800247,4180465,4.09,44.42,31930223,18457047,72.99
2325,矽品,5195644,5306861,5107019,-2.09,1.73,30655563,23340124,31.34
2329,華泰電子,940569,850705,643908,10.56,46.07,4997323,3472171,43.92
2330,台積電,35113042,33839484,25777846,3.76,36.21,190810265,109556210,74.16
2337,旺宏,2587249,2444621,2048060,5.83,26.32,13894582,10686586,30.01
2338,光罩,196873,194409,192818,1.26,2.1,1109950,988727,12.26
2342,茂矽,456243,433682,234365,5.2,94.67,2278184,1050161,116.93
2344,華邦電,2954996,2864351,1402711,3.16,110.66,15544174,7331159,112.02
2351,順德,685135,692689,398171,-1.09,72.07,3757158,1618330,132.16
2363,矽統科技,275698,307466,390678,-10.33,-29.43,1425416,1571444,-9.29
2369,菱生,612461,618140,408713,-0.91,49.85,3212920,2082969,54.24
2379,瑞昱,1817145,1970715,1858934,-7.79,-2.24,12226940,8668737,41.04
2388,威盛電子,439321,419036,415043,4.84,5.84,2539438,2436294,4.23
2401,凌陽科技,525557,593083,588312,-11.38,-10.66,3425825,2657706,28.9
2408,南科,5229431,5266966,2547908,-0.71,105.24,29838355,14257202,109.28
2425,承啟,134682,211338,165366,-36.27,-18.55,1558772,763642,104.12
2434,統懋,66469,74928,63630,-11.28,4.46,396321,316209,25.33
2436,偉詮電,200873,204840,162232,-1.93,23.81,1221136,863849,41.35
2441,超豐電子,947916,985531,809053,-3.81,17.16,5643778,3552589,58.86
2449,京元電,1312442,1265548,950208,3.7,38.12,7131869,4044662,76.32
2451,創見資訊,2348850,2071467,2546122,13.39,-7.74,14781480,15354061,-3.72
2454,聯發科,4830957,6149400,5745097,-21.44,-15.91,39169206,36550872,7.16
2458,義隆,584154,577743,434978,1.1,34.29,2959261,1951400,51.64
2481,強茂,464949,478165,383396,-2.76,21.27,2621692,1800444,45.61
3006,晶豪科技,692872,833936,416434,-16.91,66.38,4389353,1905344,130.37
3014,聯陽,322198,341885,323430,-5.75,-0.38,2233098,1829278,22.07
3016,嘉晶,83387,85149,50626,-2.06,64.71,454927,207734,118.99
3034,聯詠,2923183,3253210,2720398,-10.14,7.45,18110964,11223859,61.36
3035,智原,571104,516212,510045,10.63,11.97,3074458,2306351,33.3
3041,揚智,255291,388452,358470,-34.27,-28.78,2370008,1936441,22.38
3054,萬國科技,84314,88422,79042,-4.64,6.66,440287,598362,-26.41
3094,聯傑國際,48511,43885,44965,10.54,7.88,283119,231056,22.53
3189,景碩科技,1353388,1313790,967443,3.01,39.89,6772114,4536213,49.29
3257,虹冠電,56036,48136,29162,16.41,92.15,268370,142200,88.72
3443,創意電子,1016519,758530,707341,34.01,43.7,4723134,3918328,20.53
3474,華亞科,3088769,3911635,2575259,-21.03,19.94,22776335,13817518,64.83
3519,綠能,1274506,1217051,780017,4.72,63.39,7004175,3461075,102.36
3532,台勝科,871288,835939,697697,4.22,24.88,4811998,2754912,74.66
3545,旭曜,464056,511166,445235,-9.21,4.22,2644500,1854996,42.56
3559,全智科,101640,89351,56505,13.75,79.87,522132,306899,70.13
3579,尚志,75379,70118,36766,7.5,105.02,353550,229656,53.94
3583,辛耘,92012,37699,58104,144.07,58.35,341031,412528,-17.33
3588,通嘉,125201,120228,92119,4.13,35.91,649493,350889,85.09
3598,奕力,422099,546845,345130,-22.81,22.3,2539845,1838299,38.16
3686,達能,253062,246040,76543,2.85,230.61,1347121,496698,171.21
4919,新唐科技,747398,762999,696436,-2.04,7.31,4106129,3293331,24.68
4952,凌通科技,449270,402125,251500,11.72,78.63,1835289,914873,100.6
5305,敦南科技,810720,800313,654219,1.3,23.92,4717020,3197744,47.51
5471,松翰科技,391679,376184,318810,4.11,22.85,2192126,1585286,38.27
6145,勁永國際,1815216,1357527,1491113,33.71,21.73,12049150,5360665,124.76
6202,盛群,382674,391949,253922,-2.36,50.7,2005666,1236861,62.15
6239,力成,3108471,3026210,2505876,2.71,24.04,17604072,13121898,34.15
6243,迅杰,121724,123588,118315,-1.5,2.88,766952,572547,33.95
6257,矽格,430472,427755,303918,0.63,41.64,2324905,1468524,58.31
6271,同欣電子,545690,458838,283078,18.92,92.77,2566658,1205720,112.87
6286,立錡,1026753,1007665,681126,1.89,50.74,5848995,3133924,86.63
8016,矽創電子,480973,480061,483664,0.18,-0.55,2744768,2231630,22.99
8081,致新,470677,432053,328188,8.93,43.41,2588365,1810966,42.92
8110,華東,644494,616030,485981,4.62,32.61,3467748,2467741,40.52
8131,福懋科技,1000059,968305,788644,3.27,26.8,5796381,3758722,54.21
8261,富鼎,337626,290320,259441,16.29,30.13,1801488,1381162,30.43
8271,宇瞻科技,1037554,935393,921904,10.92,12.54,6852260,4339620,57.9
合計,合計,112455496,112016742,88060460,0.39,27.7,646019962,413062188,56.39
