公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1201,味全公司,1349332,1207477,1226863,11.74,9.98,5938964,5452097,8.92
1203,味王公司,157509,159584,159538,-1.3,-1.27,802390,859836,-6.68
1210,大成長城,1827003,1806962,1820511,1.1,0.35,9360450,9427793,-0.71
1213,大飲,56766,49253,47741,15.25,18.9,276258,248913,10.98
1215,卜蜂企業,1148855,1128133,1191362,1.83,-3.56,5984569,5987764,-0.05
1216,統一,3988941,3717544,4365390,7.3,-8.62,18919139,20868995,-9.34
1217,愛之味,225994,220641,222869,2.42,1.4,1124527,1188211,-5.35
1218,泰山企業,646109,664873,609534,-2.82,6.0,3042228,2964628,2.61
1219,福壽實業,761385,818072,774530,-6.92,-1.69,3926128,3840843,2.22
1220,台榮,288568,257285,266464,12.15,8.29,1185370,1178796,0.55
1225,福懋油,857723,930435,795671,-7.81,7.79,4096156,3795862,7.91
1227,佳格,979930,969553,958312,1.07,2.25,4963691,5269028,-5.79
1229,聯華實業,326907,334161,385077,-2.17,-15.1,1605504,1690358,-5.01
1231,聯華食品,448812,369737,385451,21.38,16.43,2157069,2119827,1.75
1232,大統益,1314375,1391499,1388283,-5.54,-5.32,6623269,6862885,-3.49
1233,天仁,198405,152206,164567,30.35,20.56,867472,846533,2.47
1234,黑松,480390,398442,463857,20.56,3.56,2288403,2261580,1.18
1235,興泰,32115,29280,27077,9.68,18.6,141115,136056,3.71
1236,宏亞食品,142236,128476,166322,10.71,-14.48,809781,985311,-17.81
1702,南僑化工,210030,208838,182415,0.57,15.13,986942,950982,3.78
1737,臺鹽,229356,189806,194045,20.83,18.19,954669,1046276,-8.75
合計,合計,15670741,15132257,15795879,3.55,-0.79,76054094,77982574,-2.47
