公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1704,榮化,2559174,2696718,2049061,-5.1,24.89,12216534,9703705,25.89
1708,東鹼,247504,243590,250229,1.6,-1.08,1194449,1145219,4.29
1709,和益化工,877945,775673,785800,13.18,11.72,3759314,2785527,34.95
1710,東聯,1040758,1139700,571674,-8.68,82.05,5466595,3608611,51.48
1711,永光化學,561389,675074,428720,-16.84,30.94,2678905,1837230,45.81
1712,興農,580930,478551,493781,21.39,17.64,2626844,2759674,-4.81
1713,國化,47901,46824,36650,2.3,30.69,215539,148447,45.19
1714,和桐化學,1093499,1002815,809463,9.04,35.08,4912769,3498654,40.41
1717,長興化學,1676568,1699936,1360257,-1.37,23.25,7796464,5657351,37.81
1718,中纖,1181220,1085557,903314,8.81,30.76,6079682,3786089,60.57
1721,三晃,134527,136301,95622,-1.3,40.68,729579,463462,57.41
1722,台肥,1057826,1271272,1374193,-16.78,-23.02,5518730,7802811,-29.27
1723,中碳,651112,702718,335226,-7.34,94.23,3023735,1661814,81.95
1724,台硝,155503,144333,116145,7.73,33.88,667176,500662,33.25
1725,元禎,917129,994598,522804,-7.78,75.42,4231390,2598166,62.86
1726,永記造漆,414742,455782,418596,-9.0,-0.92,2498165,2116318,18.04
1727,中華化學,152953,148482,90586,3.01,68.84,678229,451911,50.08
1730,花仙子,68247,68245,62530,0.0,9.14,369937,313096,18.15
1732,毛寶,58520,60683,54582,-3.56,7.21,316807,296943,6.68
1735,日勝化,219929,268441,159911,-18.07,37.53,1001662,663223,51.02
1737,臺鹽,185894,191278,186526,-2.81,-0.33,887397,846109,4.87
1773,勝一化工,588320,607664,349911,-3.18,68.13,2559959,1670181,53.27
4722,國精化學,190187,213655,124931,-10.98,52.23,886655,619029,43.23
4725,信昌化,2261867,2106069,1263038,7.39,79.08,9956738,4740070,110.05
4733,上緯企業,109801,95136,82953,15.41,32.36,468832,416564,12.54
合計,合計,17033445,17309095,12926503,-1.59,31.77,80742086,60090866,34.36
