公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1201,味全,1435636,1458861,2087971,-1.59,-31.24,26613385,29458029,-9.65,-
1203,味王,577309,434403,487333,32.89,18.46,6104615,6044465,0.99,-
1210,大成,8633058,7940092,8294173,8.72,4.08,92356785,89990009,2.63,-
1213,大飲,44773,41545,45670,7.76,-1.96,702150,720159,-2.5,-
1215,卜蜂,1568559,1442996,1641025,8.7,-4.41,17527791,18122412,-3.28,-
1216,統一,30680662,31662812,29721240,-3.1,3.22,424791985,420349376,1.05,-
1217,愛之味,272386,230199,446325,18.32,-38.97,4301150,4487318,-4.14,-
1218,泰山,667855,606428,620596,10.12,7.61,9096418,9229824,-1.44,-
1219,福壽,939855,839615,835272,11.93,12.52,10540787,10522875,0.17,-
1220,台榮,498218,441364,333580,12.88,49.35,3769633,3433713,9.78,-
1225,福懋油,1125364,1009767,1156278,11.44,-2.67,12407408,14209086,-12.67,-
1227,佳格,2329159,1929677,2319207,20.7,0.42,21801033,20576865,5.94,-
1229,聯華,457492,464011,462846,-1.4,-1.15,5302170,5361684,-1.1,-
1231,聯華食,599298,453490,633900,32.15,-5.45,5909473,5386837,9.7,-
1232,大統益,1941482,1714231,1815074,13.25,6.96,21849462,20047360,8.98,-
1233,天仁,183300,186650,192067,-1.79,-4.56,2149976,2063652,4.18,-
1234,黑松,475831,378083,359018,25.85,32.53,6015521,6537812,-7.98,-
1235,興泰,6288,7822,18867,-19.61,-66.67,172096,250803,-31.38,-
1236,宏亞,266376,185684,367032,43.45,-27.42,2371613,2685119,-11.67,-
1702,南僑,1357623,1211243,1230345,12.08,10.34,14826844,13429197,10.4,-
1737,臺鹽,225112,202217,215401,11.32,4.5,2597177,2408819,7.81,-
合計,合計,54285636,52841190,53283220,2.73,1.88,691207472,685315414,0.85,
